text,category,urgency
Could someone assist - please help me recover my old membership. Let me know.,ACCOUNT,MEDIUM
URGENT - the API keeps returning 403. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
Could someone assist - my two-factor authentication isn't working.,ACCOUNT,MEDIUM
Payment is not going through. I need a resolution today.,PAYMENT,HIGH
I need help - my order is stuck in customs. Please advise.,DELIVERY,MEDIUM
My login shows the wrong information.,ACCOUNT,MEDIUM
I need help - payment is not going through. Please advise.,PAYMENT,MEDIUM
Quick question - how can I change my account email.,ACCOUNT,LOW
This is urgent - my payment is stuck processing for 3 days.,PAYMENT,HIGH
Could someone assist - please help me recover my old user account.,ACCOUNT,MEDIUM
This is really frustrating - the API keeps returning 404. Please fix this ASAP.,TECHNICAL,HIGH
I need this fixed soon - the order has not arrived yet. This is affecting my work.,DELIVERY,HIGH
I need this fixed soon - can I speak to a manager. Please fix this ASAP.,OTHER,HIGH
Could someone assist - i only received part of my shipment.,DELIVERY,MEDIUM
I need this fixed soon - i was billed in the wrong currency. Please fix this ASAP.,PAYMENT,HIGH
"No rush, but do you ship internationally. Thanks.",OTHER,LOW
Could someone assist - i can't update my billing address on my membership. Let me know.,ACCOUNT,MEDIUM
This is urgent - my card was declined. This is affecting my work.,PAYMENT,HIGH
My saved card is not showing up anymore. Can someone help?,PAYMENT,MEDIUM
Please help immediately - my order has not been delivered.,DELIVERY,HIGH
This is regarding a partnership inquiry. Thanks.,OTHER,LOW
This is unacceptable - i have not received my refund.,REFUND,CRITICAL
I cannot log into my account.,ACCOUNT,MEDIUM
Could someone assist - i'm seeing a blank screen instead of the dashboard. Please advise.,TECHNICAL,MEDIUM
"Just wondering, i want to merge two accounts. Whenever convenient.",ACCOUNT,LOW
I'm having trouble - i was billed in the wrong currency. Let me know.,PAYMENT,MEDIUM
My parcel has been sitting at the warehouse for a week. Can someone help?,DELIVERY,MEDIUM
I need this fixed soon - i was billed in the wrong currency.,PAYMENT,HIGH
I need this fixed soon - i keep getting logged out of my account.,ACCOUNT,HIGH
I'm having trouble - my order is stuck in customs. Can someone help?,DELIVERY,MEDIUM
I need this fixed soon - my package #20458 shows delivered but I never received it. Please fix this ASAP.,DELIVERY,HIGH
Quick question - do you ship internationally. No hurry.,OTHER,LOW
Could someone assist - i can't update my billing address on my dashboard. Let me know.,ACCOUNT,MEDIUM
The page is not loading. Please fix this ASAP.,TECHNICAL,HIGH
This is an emergency - my subscription renewed but I cancelled it last month. I demand an immediate resolution.,PAYMENT,CRITICAL
I'm having trouble - i only received part of my order. Let me know.,DELIVERY,MEDIUM
The page is not loading.,TECHNICAL,HIGH
This is urgent - i'm stuck on a loading screen. I need a resolution today.,TECHNICAL,HIGH
I'm having trouble - i'm being charged a fee I don't recognize.,PAYMENT,MEDIUM
I'm having trouble - i need to update my payment method. Let me know.,PAYMENT,MEDIUM
This needs to be resolved right now - i think my account was hacked. I want this escalated immediately.,ACCOUNT,CRITICAL
This is urgent - my refund of $430 still hasn't shown up after two weeks. This is affecting my work.,REFUND,HIGH
I need help - the package is missing items. Let me know.,DELIVERY,MEDIUM
"No rush, but how do I delete my membership. Whenever convenient.",ACCOUNT,LOW
I'm seeing a blank screen instead of the dashboard. Please fix this ASAP.,TECHNICAL,HIGH
This needs to be resolved right now - i was charged $89.00 but my order was cancelled. This is completely unacceptable and needs fixing NOW.,PAYMENT,CRITICAL
I'm having trouble - can I change my delivery address. Let me know.,DELIVERY,MEDIUM
I'm having trouble - the transaction failed at checkout. Let me know.,PAYMENT,MEDIUM
URGENT - the website froze and I lost all my work. I want this escalated immediately.,TECHNICAL,CRITICAL
Could someone assist - the system logged me out randomly. Can someone help?,TECHNICAL,MEDIUM
I need this fixed soon - the courier never showed up.,DELIVERY,HIGH
What are your business hours. Whenever convenient.,OTHER,LOW
I'm stuck on a loading screen. I need a resolution today.,TECHNICAL,HIGH
"No rush, but i want to switch my payment method to a different card. Thanks.",PAYMENT,LOW
I'm having trouble - i received the wrong item in my delivery. Let me know.,DELIVERY,MEDIUM
Could someone assist - my payment failed.,PAYMENT,MEDIUM
Please help immediately - my package has been sitting at the warehouse for 5 days.,DELIVERY,HIGH
I need help - i keep getting logged out of my user account. Let me know.,ACCOUNT,MEDIUM
"Whenever you get a chance, when will I receive my refund.",REFUND,LOW
This is really frustrating - i'm seeing a blank screen instead of the dashboard. I need a resolution today.,TECHNICAL,HIGH
URGENT - i was charged twice for the same order. I demand an immediate resolution.,PAYMENT,CRITICAL
I need to change the delivery date for #47930. Please advise.,DELIVERY,MEDIUM
This is really frustrating - someone else logged into my profile.,ACCOUNT,HIGH
Could someone assist - i want a refund for my order. Please advise.,REFUND,MEDIUM
My payment failed. Please advise.,PAYMENT,MEDIUM
I'm having trouble - can I speak to a manager. Let me know.,OTHER,MEDIUM
I need this fixed soon - i want to file a complaint. This is affecting my work.,OTHER,HIGH
Please help immediately - the courier never showed up. I need a resolution today.,DELIVERY,HIGH
I can't verify my email address. Let me know.,ACCOUNT,MEDIUM
"Whenever you get a chance, do you have a loyalty program. No hurry.",OTHER,LOW
"No rush, but i want to unsubscribe from marketing emails.",OTHER,LOW
Quick question - i'd like to give some feedback about your service.,OTHER,LOW
I need to change the delivery date for #40495. Please advise.,DELIVERY,MEDIUM
How can I change my account email. Whenever convenient.,ACCOUNT,LOW
This is unacceptable - refund shows processed but I don't see it in my bank. I want this escalated immediately.,REFUND,CRITICAL
My payment is stuck processing for 2 days. Please advise.,PAYMENT,MEDIUM
I need information about your terms of service. No hurry.,OTHER,LOW
This is really frustrating - i returned my item but haven't been refunded. I need a resolution today.,REFUND,HIGH
The transaction failed at checkout.,PAYMENT,MEDIUM
Please help immediately - i'm being charged a fee I don't recognize.,PAYMENT,HIGH
I'm having trouble - i'm seeing a blank screen instead of the dashboard. Please advise.,TECHNICAL,MEDIUM
"Just wondering, i need to update my payment method. No hurry.",PAYMENT,LOW
"No rush, but the refund policy is unclear to me. Whenever convenient.",REFUND,LOW
This is an emergency - my delivery #17331 shows delivered but I never received it. I demand an immediate resolution.,DELIVERY,CRITICAL
This is really frustrating - please refund my payment. Please fix this ASAP.,REFUND,HIGH
URGENT - i want to dispute a charge and request a refund.,REFUND,CRITICAL
Payment is not going through. Please fix this ASAP.,PAYMENT,HIGH
My two-factor authentication isn't working. I need a resolution today.,ACCOUNT,HIGH
"Whenever you get a chance, i want to track my shipment. No hurry.",DELIVERY,LOW
Can you refund my subscription for this month.,REFUND,LOW
I need this fixed soon - the package is missing items. Please fix this ASAP.,DELIVERY,HIGH
I am getting an error on the website. I need a resolution today.,TECHNICAL,HIGH
"No rush, but the discount code did not apply at checkout. Thanks.",PAYMENT,LOW
Can I get a copy of my receipt. No hurry.,PAYMENT,LOW
I need help - my invoice shows an incorrect total. Can someone help?,PAYMENT,MEDIUM
I need help - when will I receive my refund. Can someone help?,REFUND,MEDIUM
"Just wondering, the notifications are not working. No hurry.",TECHNICAL,LOW
I need help - i cannot access my login. Please advise.,ACCOUNT,MEDIUM
I need to reschedule my delivery. Thanks.,DELIVERY,LOW
"Whenever you get a chance, do you ship internationally. Whenever convenient.",OTHER,LOW
Could someone assist - i need to change the delivery date for #54118. Let me know.,DELIVERY,MEDIUM
Please help immediately - my shipment #58520 shows delivered but I never received it. This is affecting my work.,DELIVERY,HIGH
I'm having trouble - my subscription is linked to the wrong membership. Please advise.,ACCOUNT,MEDIUM
Could someone assist - i can't update my billing address on my login. Can someone help?,ACCOUNT,MEDIUM
I can't verify my email address. Please advise.,ACCOUNT,MEDIUM
I need this fixed soon - my refund of $15.75 still hasn't shown up after a week. Please fix this ASAP.,REFUND,HIGH
I'm having trouble - i need to reset my password. Can someone help?,ACCOUNT,MEDIUM
Please help immediately - someone else logged into my membership. I need a resolution today.,ACCOUNT,HIGH
This is really frustrating - i was charged $250 but my order was cancelled. This is affecting my work.,PAYMENT,HIGH
Can you refund my subscription for this month. Thanks.,REFUND,LOW
Could someone assist - where is my package.,DELIVERY,MEDIUM
"Whenever you get a chance, the refund policy is unclear to me. Whenever convenient.",REFUND,LOW
Quick question - i have a question about your privacy policy. Thanks.,OTHER,LOW
Can I change my delivery address. Please advise.,DELIVERY,MEDIUM
I need this fixed soon - can I speak to a manager. This is affecting my work.,OTHER,HIGH
This is really frustrating - can I speak to a manager.,OTHER,HIGH
I keep getting logged out of my dashboard. Please fix this ASAP.,ACCOUNT,HIGH
Could someone assist - i was charged a restocking fee I wasn't told about. Let me know.,REFUND,MEDIUM
I need to reschedule my delivery. Whenever convenient.,DELIVERY,LOW
This is really frustrating - i returned my item but haven't been refunded. This is affecting my work.,REFUND,HIGH
I need this fixed soon - i keep getting 404 when I try to log in.,TECHNICAL,HIGH
"Whenever you get a chance, this is regarding a partnership inquiry. Whenever convenient.",OTHER,LOW
I'm having trouble - my payment is stuck processing for 10 days. Can someone help?,PAYMENT,MEDIUM
"Whenever you get a chance, i have a general question. Whenever convenient.",OTHER,LOW
This is urgent - i am getting an error on the website. I need a resolution today.,TECHNICAL,HIGH
This is really frustrating - my order was left at the wrong address. This is affecting my work.,DELIVERY,HIGH
This needs to be resolved right now - my package #54118 shows delivered but I never received it.,DELIVERY,CRITICAL
Is there a student discount available. Thanks.,OTHER,LOW
The app is very slow. Let me know.,TECHNICAL,MEDIUM
This is urgent - i was charged a restocking fee I wasn't told about. Please fix this ASAP.,REFUND,HIGH
"Whenever you get a chance, do you ship internationally. No hurry.",OTHER,LOW
"Whenever you get a chance, i want to merge two accounts.",ACCOUNT,LOW
Quick question - there's a bug in the latest update.,TECHNICAL,LOW
This is really frustrating - i want to dispute a charge and request a refund.,REFUND,HIGH
"Just wondering, i need to reschedule my delivery. No hurry.",DELIVERY,LOW
This is really frustrating - my profile is locked. I need a resolution today.,ACCOUNT,HIGH
PayPal payment did not go through. Please advise.,PAYMENT,MEDIUM
Quick question - i need information about your terms of service. Whenever convenient.,OTHER,LOW
I was charged twice for the same order. I need a resolution today.,PAYMENT,HIGH
I need help - i was billed in the wrong currency. Can someone help?,PAYMENT,MEDIUM
I need this fixed soon - my payment failed. Please fix this ASAP.,PAYMENT,HIGH
Payment is not going through. This is affecting my work.,PAYMENT,HIGH
I need help - can I speak to a manager. Please advise.,OTHER,MEDIUM
I'm seeing a blank screen instead of the dashboard. This is affecting my work.,TECHNICAL,HIGH
This needs to be resolved right now - i need a refund because the package never arrived. I want this escalated immediately.,REFUND,CRITICAL
Please help immediately - the order has not arrived yet. I need a resolution today.,DELIVERY,HIGH
This is urgent - someone else logged into my profile. This is affecting my work.,ACCOUNT,HIGH
This is really frustrating - my package is stuck in customs. I need a resolution today.,DELIVERY,HIGH
I need help - the platform logged me out randomly. Let me know.,TECHNICAL,MEDIUM
This is really frustrating - the package is missing items. This is affecting my work.,DELIVERY,HIGH
I need help - can I get a refund instead of store credit. Can someone help?,REFUND,MEDIUM
Could someone assist - my delivery is stuck in customs. Please advise.,DELIVERY,MEDIUM
I need this fixed soon - i keep getting logged out of my login. I need a resolution today.,ACCOUNT,HIGH
Please help immediately - i am getting an error on the website. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - i only received part of my package. Please advise.,DELIVERY,MEDIUM
Please help immediately - i'm being charged a fee I don't recognize. This is affecting my work.,PAYMENT,HIGH
I returned my item but haven't been refunded.,REFUND,MEDIUM
Please help immediately - the page is not loading. I need a resolution today.,TECHNICAL,HIGH
My membership shows the wrong information.,ACCOUNT,MEDIUM
This is unacceptable - i see an unauthorized charge of $250 on my account.,PAYMENT,CRITICAL
I need this fixed soon - i'm stuck on a loading screen.,TECHNICAL,HIGH
Could someone assist - the page is not loading. Please advise.,TECHNICAL,MEDIUM
Images are not loading on the website. Thanks.,TECHNICAL,LOW
This is an emergency - i want to dispute a charge and request a refund.,REFUND,CRITICAL
This is really frustrating - the checkout page keeps rejecting my card. Please fix this ASAP.,PAYMENT,HIGH
Quick question - can you help me. Whenever convenient.,OTHER,LOW
I'm having trouble - the package is missing items. Let me know.,DELIVERY,MEDIUM
I was only refunded part of the amount.,REFUND,MEDIUM
I am extremely upset - i was charged twice for the same order. I want this escalated immediately.,PAYMENT,CRITICAL
I'm having trouble - the courier never showed up. Can someone help?,DELIVERY,MEDIUM
I need this fixed soon - refund shows processed but I don't see it in my bank.,REFUND,HIGH
"This is really frustrating - i was charged $1,200 but my order was cancelled. Please fix this ASAP.",PAYMENT,HIGH
"No rush, but the refund policy is unclear to me. Thanks.",REFUND,LOW
"Just wondering, do you offer gift cards. No hurry.",OTHER,LOW
I'm having trouble - my subscription is linked to the wrong dashboard. Let me know.,ACCOUNT,MEDIUM
The search feature is broken. Let me know.,TECHNICAL,MEDIUM
"Just wondering, how do I request a refund. No hurry.",REFUND,LOW
I need this fixed soon - payPal payment did not go through. I need a resolution today.,PAYMENT,HIGH
I am extremely upset - the website is completely down. I demand an immediate resolution.,TECHNICAL,CRITICAL
Please help immediately - the app crashes every time I open it on my Safari browser. Please fix this ASAP.,TECHNICAL,HIGH
This is unacceptable - the app crashes every time I open it on my laptop. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
I forgot my password for my account.,ACCOUNT,LOW
"No rush, but what are your business hours. Whenever convenient.",OTHER,LOW
I need help - my subscription is linked to the wrong dashboard.,ACCOUNT,MEDIUM
Could someone assist - i keep getting logged out of my user account. Let me know.,ACCOUNT,MEDIUM
This is unacceptable - the website is completely down. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
"I'm having trouble - i returned the wrong item by mistake, can I still get a refund. Let me know.",REFUND,MEDIUM
Could someone assist - the delivery driver couldn't find my address.,DELIVERY,MEDIUM
I am extremely upset - the application keeps crashing. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
"No rush, but i have a suggestion for a new feature. Thanks.",OTHER,LOW
Can you help me.,OTHER,LOW
I need this fixed soon - please refund my payment. This is affecting my work.,REFUND,HIGH
"Whenever you get a chance, i need help with something. Thanks.",OTHER,LOW
I need help - i can't update my billing address on my account. Can someone help?,ACCOUNT,MEDIUM
"Just wondering, do you have a loyalty program.",OTHER,LOW
This is really frustrating - my package was left at the wrong address. This is affecting my work.,DELIVERY,HIGH
This is an emergency - my user account was suspended without warning. I want this escalated immediately.,ACCOUNT,CRITICAL
I need help - there's a bug in the latest update. Let me know.,TECHNICAL,MEDIUM
This is an emergency - my profile was suspended without warning. I want this escalated immediately.,ACCOUNT,CRITICAL
"No rush, but how can I change my account email. Whenever convenient.",ACCOUNT,LOW
Could someone assist - i was only refunded part of the amount. Let me know.,REFUND,MEDIUM
This is really frustrating - my card was declined.,PAYMENT,HIGH
This is really frustrating - please refund my payment. This is affecting my work.,REFUND,HIGH
Could someone assist - i cannot log into my account.,ACCOUNT,MEDIUM
"Just wondering, i want to update my username. Whenever convenient.",ACCOUNT,LOW
None of the buttons on the system are responding. Let me know.,TECHNICAL,MEDIUM
I need help - i received the wrong item in my shipment. Can someone help?,DELIVERY,MEDIUM
"No rush, but do you ship internationally. No hurry.",OTHER,LOW
I need help - i'm not sure who to contact about this. Let me know.,OTHER,MEDIUM
Could someone assist - i need to reset my password. Can someone help?,ACCOUNT,MEDIUM
Could someone assist - the transaction failed at checkout. Can someone help?,PAYMENT,MEDIUM
"Just wondering, what are your business hours. Whenever convenient.",OTHER,LOW
"This is unacceptable - my refund of $1,200 still hasn't shown up after a week. This is completely unacceptable and needs fixing NOW.",REFUND,CRITICAL
Do you offer gift cards. No hurry.,OTHER,LOW
Quick question - the discount code did not apply at checkout. No hurry.,PAYMENT,LOW
This is an emergency - i was charged $89.00 but my order was cancelled. I want this escalated immediately.,PAYMENT,CRITICAL
I'm having trouble - images are not loading on the mobile app. Can someone help?,TECHNICAL,MEDIUM
I'm having trouble - the tracking hasn't updated in several days. Can someone help?,DELIVERY,MEDIUM
I was only refunded part of the amount. This is affecting my work.,REFUND,HIGH
Quick question - i have a question about your privacy policy. No hurry.,OTHER,LOW
Could someone assist - my delivery arrived damaged.,DELIVERY,MEDIUM
Quick question - can you expedite my delivery. Thanks.,DELIVERY,LOW
I'm having trouble - the system logged me out randomly. Let me know.,TECHNICAL,MEDIUM
I need help - the portal is not compatible with my Android phone.,TECHNICAL,MEDIUM
I need this fixed soon - i'm being charged a fee I don't recognize. I need a resolution today.,PAYMENT,HIGH
Can I change my delivery address. Thanks.,DELIVERY,LOW
I want to file a complaint. Can someone help?,OTHER,MEDIUM
I need help - my shipment has been sitting at the warehouse for 5 days. Please advise.,DELIVERY,MEDIUM
The app logged me out randomly.,TECHNICAL,MEDIUM
"Whenever you get a chance, how can I change my account email. Thanks.",ACCOUNT,LOW
This needs to be resolved right now - someone else logged into my account. I want this escalated immediately.,ACCOUNT,CRITICAL
I need help - the notifications are not working. Can someone help?,TECHNICAL,MEDIUM
Please help immediately - the order has not arrived yet.,DELIVERY,HIGH
Quick question - i need to update my payment method. Whenever convenient.,PAYMENT,LOW
This is unacceptable - my subscription renewed but I cancelled it last month. I want this escalated immediately.,PAYMENT,CRITICAL
What are your business hours.,OTHER,LOW
I need help - my parcel has been sitting at the warehouse for a week. Can someone help?,DELIVERY,MEDIUM
"No rush, but i'd like to give some feedback about your service. Thanks.",OTHER,LOW
"Whenever you get a chance, i forgot my password for my account. Thanks.",ACCOUNT,LOW
Quick question - the app is very slow. Thanks.,TECHNICAL,LOW
I'm having trouble - my refund request was denied and I don't understand why.,REFUND,MEDIUM
"Just wondering, do you offer gift cards. Thanks.",OTHER,LOW
None of the buttons on the portal are responding.,TECHNICAL,HIGH
Quick question - how long does a refund usually take. Whenever convenient.,REFUND,LOW
"No rush, but i want to update my username. Whenever convenient.",ACCOUNT,LOW
Do you offer gift cards. Thanks.,OTHER,LOW
This needs to be resolved right now - i see an unauthorized charge of $5.99 on my account.,PAYMENT,CRITICAL
I am extremely upset - i see an unauthorized charge of $49.99 on my account. I want this escalated immediately.,PAYMENT,CRITICAL
I need help - the app is very slow. Please advise.,TECHNICAL,MEDIUM
This is really frustrating - my package was left at the wrong address.,DELIVERY,HIGH
This is urgent - my refund of $12.50 still hasn't shown up after 2 days. I need a resolution today.,REFUND,HIGH
I need help - i returned my item but haven't been refunded. Please advise.,REFUND,MEDIUM
Could someone assist - i cannot log into my membership. Let me know.,ACCOUNT,MEDIUM
Quick question - the refund policy is unclear to me. Whenever convenient.,REFUND,LOW
Payment is not going through. Let me know.,PAYMENT,MEDIUM
"No rush, but i want to track my shipment. No hurry.",DELIVERY,LOW
This is urgent - i only received part of my order. This is affecting my work.,DELIVERY,HIGH
I want to track my shipment. Whenever convenient.,DELIVERY,LOW
Is there a student discount available.,OTHER,LOW
I'm having trouble - my subscription is linked to the wrong account. Let me know.,ACCOUNT,MEDIUM
This is unacceptable - i need a refund because the shipment never arrived. I want this escalated immediately.,REFUND,CRITICAL
The refund policy is unclear to me. No hurry.,REFUND,LOW
I need this fixed soon - i was billed in the wrong currency. This is affecting my work.,PAYMENT,HIGH
Please help immediately - i need a refund because the delivery never arrived.,REFUND,HIGH
I need this fixed soon - my package has been sitting at the warehouse for 10 days.,DELIVERY,HIGH
The discount code did not apply at checkout. No hurry.,PAYMENT,LOW
My subscription is linked to the wrong membership. Please advise.,ACCOUNT,MEDIUM
This is an emergency - the portal froze and I lost all my work. This is completely unacceptable and needs fixing NOW.,TECHNICAL,CRITICAL
Quick question - what are your business hours. No hurry.,OTHER,LOW
I need help - please help me recover my old login.,ACCOUNT,MEDIUM
This is unacceptable - i see an unauthorized charge of $89.00 on my account. I want this escalated immediately.,PAYMENT,CRITICAL
My subscription is linked to the wrong profile. Please advise.,ACCOUNT,MEDIUM
"Just wondering, i want to unsubscribe from marketing emails.",OTHER,LOW
Quick question - i want to update my username. Thanks.,ACCOUNT,LOW
I'm having trouble - how do I request a refund. Please advise.,REFUND,MEDIUM
This is urgent - i'm being charged a fee I don't recognize. Please fix this ASAP.,PAYMENT,HIGH
"No rush, but i need to change the delivery date for #92240. Whenever convenient.",DELIVERY,LOW
I need help - images are not loading on the platform. Can someone help?,TECHNICAL,MEDIUM
This is urgent - i have not received my refund.,REFUND,HIGH
Could someone assist - my payment failed. Please advise.,PAYMENT,MEDIUM
Could someone assist - my shipment arrived damaged. Please advise.,DELIVERY,MEDIUM
This is urgent - please refund my payment. This is affecting my work.,REFUND,HIGH
How do I delete my membership.,ACCOUNT,LOW
I need help - when will I receive my refund. Please advise.,REFUND,MEDIUM
I'm having trouble - i need to change the delivery date for #26483. Please advise.,DELIVERY,MEDIUM
I need help - there's a bug in the latest update.,TECHNICAL,MEDIUM
This is an emergency - the application keeps crashing. I demand an immediate resolution.,TECHNICAL,CRITICAL
I'm having trouble - can you refund my subscription for this month. Please advise.,REFUND,MEDIUM
Could someone assist - the website is not compatible with my laptop.,TECHNICAL,MEDIUM
My refund request was denied and I don't understand why.,REFUND,MEDIUM
I need help - the page is not loading.,TECHNICAL,MEDIUM
I want to dispute a charge and request a refund. This is affecting my work.,REFUND,HIGH
This is urgent - the application keeps crashing.,TECHNICAL,HIGH
Please help immediately - i received the wrong item in my parcel. Please fix this ASAP.,DELIVERY,HIGH
I need this fixed soon - i keep getting 500 when I try to log in.,TECHNICAL,HIGH
Quick question - how long does a refund usually take. No hurry.,REFUND,LOW
This is urgent - my order has not been delivered. I need a resolution today.,DELIVERY,HIGH
"Whenever you get a chance, i'd like to give some feedback about your service. No hurry.",OTHER,LOW
Please help immediately - the API keeps returning 500. I need a resolution today.,TECHNICAL,HIGH
My order has not been delivered.,DELIVERY,MEDIUM
I need this fixed soon - the courier never showed up. I need a resolution today.,DELIVERY,HIGH
None of the buttons on the portal are responding. Let me know.,TECHNICAL,MEDIUM
This is an emergency - refund shows processed but I don't see it in my bank. I demand an immediate resolution.,REFUND,CRITICAL
This is really frustrating - payPal payment did not go through. Please fix this ASAP.,PAYMENT,HIGH
My refund of $12.50 still hasn't shown up after a week. I need a resolution today.,REFUND,HIGH
This is urgent - my refund request was denied and I don't understand why.,REFUND,HIGH
I need help - i am getting an error on the website. Let me know.,TECHNICAL,MEDIUM
This is really frustrating - i was only refunded part of the amount. This is affecting my work.,REFUND,HIGH
I need help - i'm stuck on a loading screen. Please advise.,TECHNICAL,MEDIUM
I need this fixed soon - i was charged twice for the same order. This is affecting my work.,PAYMENT,HIGH
I need help - i can't upload files on the mobile app. Please advise.,TECHNICAL,MEDIUM
I need to update my payment method. Can someone help?,PAYMENT,MEDIUM
My payment failed. This is affecting my work.,PAYMENT,HIGH
Please help immediately - the wrong amount was charged to my card. This is affecting my work.,PAYMENT,HIGH
Quick question - i'd like to give some feedback about your service. No hurry.,OTHER,LOW
I'm having trouble - i forgot my password for my membership. Please advise.,ACCOUNT,MEDIUM
I need help - my two-factor authentication isn't working.,ACCOUNT,MEDIUM
I need help - how do I contact a human representative.,OTHER,MEDIUM
Quick question - i'd like to give some feedback about your service. Thanks.,OTHER,LOW
This is urgent - the website froze and I lost all my work. Please fix this ASAP.,TECHNICAL,HIGH
I'm having trouble - i can't upload files on the platform.,TECHNICAL,MEDIUM
Quick question - i want to switch my payment method to a different card. No hurry.,PAYMENT,LOW
I need help - i cannot log into my account. Can someone help?,ACCOUNT,MEDIUM
I need this fixed soon - i received the wrong item in my shipment. Please fix this ASAP.,DELIVERY,HIGH
Could someone assist - there's a bug in the latest update. Let me know.,TECHNICAL,MEDIUM
This is urgent - i want to file a complaint. Please fix this ASAP.,OTHER,HIGH
I need help - i'm being charged a fee I don't recognize. Can someone help?,PAYMENT,MEDIUM
Could someone assist - can I change my delivery address. Let me know.,DELIVERY,MEDIUM
I'm having trouble - i can't upload files on the portal. Please advise.,TECHNICAL,MEDIUM
"No rush, but i need information about your terms of service. Whenever convenient.",OTHER,LOW
Could someone assist - i received the wrong item in my package.,DELIVERY,MEDIUM
This needs to be resolved right now - my refund of $250 still hasn't shown up after 10 days. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
Could someone assist - images are not loading on the portal. Please advise.,TECHNICAL,MEDIUM
Quick question - images are not loading on the mobile app. Whenever convenient.,TECHNICAL,LOW
I am extremely upset - my delivery was left at the wrong address. I demand an immediate resolution.,DELIVERY,CRITICAL
Quick question - i need help with something.,OTHER,LOW
When will I receive my refund. Whenever convenient.,REFUND,LOW
This is unacceptable - my profile is locked. This is completely unacceptable and needs fixing NOW.,ACCOUNT,CRITICAL
I need help - i received the wrong item in my package. Can someone help?,DELIVERY,MEDIUM
I am extremely upset - i see an unauthorized charge of $199 on my account. I want this escalated immediately.,PAYMENT,CRITICAL
I was billed in the wrong currency. I need a resolution today.,PAYMENT,HIGH
"Just wondering, where is my package.",DELIVERY,LOW
I am extremely upset - refund shows processed but I don't see it in my bank. This is completely unacceptable and needs fixing NOW.,REFUND,CRITICAL
I need help - please refund my payment. Please advise.,REFUND,MEDIUM
Do you ship internationally. Thanks.,OTHER,LOW
I'm having trouble - i have an issue with my order. Let me know.,OTHER,MEDIUM
This is urgent - my payment is stuck processing for 3 days. This is affecting my work.,PAYMENT,HIGH
I need help - i'm not sure who to contact about this.,OTHER,MEDIUM
URGENT - my refund of $12.50 still hasn't shown up after 10 days. I demand an immediate resolution.,REFUND,CRITICAL
I need help - the discount code did not apply at checkout. Please advise.,PAYMENT,MEDIUM
I need this fixed soon - i need a refund because the delivery never arrived. I need a resolution today.,REFUND,HIGH
I want to switch my payment method to a different card. Thanks.,PAYMENT,LOW
Could someone assist - please refund my payment. Let me know.,REFUND,MEDIUM
This is really frustrating - someone else logged into my user account.,ACCOUNT,HIGH
"I'm having trouble - i returned the wrong item by mistake, can I still get a refund.",REFUND,MEDIUM
I keep getting error code 9001 when I try to log in. I need a resolution today.,TECHNICAL,HIGH
This is really frustrating - i cannot log into my user account. This is affecting my work.,ACCOUNT,HIGH
This is urgent - my two-factor authentication isn't working.,ACCOUNT,HIGH
Quick question - do you ship internationally.,OTHER,LOW
Quick question - how do I delete my user account. Thanks.,ACCOUNT,LOW
Quick question - i want to merge two accounts.,ACCOUNT,LOW
I need this fixed soon - i am getting an error on the website. Please fix this ASAP.,TECHNICAL,HIGH
Could someone assist - i need assistance.,OTHER,MEDIUM
I'm having trouble - i received the wrong item in my package. Let me know.,DELIVERY,MEDIUM
I received the wrong item in my package. Let me know.,DELIVERY,MEDIUM
Could someone assist - payPal payment did not go through.,PAYMENT,MEDIUM
Please help immediately - my two-factor authentication isn't working. I need a resolution today.,ACCOUNT,HIGH
"Just wondering, how can I change my account email. Whenever convenient.",ACCOUNT,LOW
Quick question - i need assistance.,OTHER,LOW
Please help immediately - my subscription renewed but I cancelled it last month. This is affecting my work.,PAYMENT,HIGH
This is urgent - i'm stuck on a loading screen. Please fix this ASAP.,TECHNICAL,HIGH
I need help - i need help with something. Can someone help?,OTHER,MEDIUM
I need this fixed soon - i was charged a restocking fee I wasn't told about. I need a resolution today.,REFUND,HIGH
This is unacceptable - i have not received my refund. I demand an immediate resolution.,REFUND,CRITICAL
"No rush, but i forgot my password for my user account. Thanks.",ACCOUNT,LOW
"Whenever you get a chance, can I change my delivery address. No hurry.",DELIVERY,LOW
I am extremely upset - refund shows processed but I don't see it in my bank. I demand an immediate resolution.,REFUND,CRITICAL
This is urgent - the transaction failed at checkout. This is affecting my work.,PAYMENT,HIGH
URGENT - refund shows processed but I don't see it in my bank. I demand an immediate resolution.,REFUND,CRITICAL
I need this fixed soon - i was charged twice for the same order.,PAYMENT,HIGH
"No rush, but i forgot my password for my dashboard. Whenever convenient.",ACCOUNT,LOW
I'm having trouble - my order has been sitting at the warehouse for two weeks. Can someone help?,DELIVERY,MEDIUM
"No rush, but i need to change the delivery date for #44718.",DELIVERY,LOW
Could someone assist - the order has not arrived yet. Please advise.,DELIVERY,MEDIUM
